Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-559;2023;Escola Pública;Escola Pública;Escola Pública;RA-559;2;G;04/08/2011;12;Masculino;Ametista;7,947366667;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,634;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,4;5;8,958333333;;7,4;6,5;8,2;;;;8,506666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1104;2023;Escola Pública;Escola Pública;Escola Pública;RA-1104;2;G;10/23/2010;13;Feminino;Ametista;7,265533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;5,7;10;2,52;8,541666667;;6,4;5,5;7,3;;;;9,063333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-563;2023;Escola Pública;Escola Pública;Escola Pública;RA-563;2;G;11/29/2011;11;Feminino;Ametista;7,684133333;QUEDA;QUEDA;OK;2020;Topázio;Ametista;Topázio;;8,22;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;6,4;9,7;2,52;8,75;;6,2;6;6,3;;;;8,726666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-573;2023;Escola Pública;Escola Pública;Escola Pública;RA-573;2;G;08/04/2011;12;Masculino;Ametista;7,774366667;QUEDA;QUEDA;OK;2020;Ametista;Topázio;Topázio;;8,261;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;9,8;5;8,541666667;;6,6;5,7;7,5;;;;8,45;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-551;2023;Escola Pública;Escola Pública;Escola Pública;RA-551;2;G;12/05/2010;12;Feminino;Ametista;7,075033333;AVANÇO;AVANÇO;OK;2018;Ametista;Ametista;Ágata;;6,853;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;8,6;2,52;8,541666667;;5,4;4,5;6,2;;;;8,393333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-566;2023;Escola Pública;Escola Pública;Escola Pública;RA-566;2;G;11/25/2010;12;Feminino;Ametista;7,7227;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,729;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;8,8;2,52;8,958333333;;8,4;8,8;8;;;;8,673333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-555;2023;Escola Pública;Escola Pública;Escola Pública;RA-555;2;G;05/11/2010;13;Masculino;Quartzo;5,898133333;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Quartzo;;5,949;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,4;8,1;2,52;6,25;;3,9;1,5;6,2;;;;6,946666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-373;2023;Escola Pública;Escola Pública;Escola Pública;RA-373;2;G;10/10/2011;12;Masculino;Ágata;6,805;QUEDA;QUEDA;OK;2022;;;Ametista;;7,503;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,7;2,52;8,75;;8,4;7,7;9;;;;7,84;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1105;2023;Escola Pública;Escola Pública;Escola Pública;RA-1105;2;G;8/26/2010;13;Feminino;Ágata;6,299166667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9;2,52;8,125;;6;5;7;;;;8,673333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-546;2023;Escola Pública;Escola Pública;Escola Pública;RA-546;2;H;06/04/2011;12;Feminino;Ágata;6,031666667;MANTIDO;MANTIDO;OK;2021;;Quartzo;Ágata;;6,77;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;7,2;2,52;8,75;;5,7;3,5;7,8;;;;9,173333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-557;2023;Escola Pública;Escola Pública;Escola Pública;RA-557;2;H;01/12/2012;11;Masculino;Topázio;8,7717;MANTIDO;MANTIDO;OK;2019;Ametista;Topázio;Topázio;;8,334;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;8,2;5;9,375;;8,9;8;9,7;;;;9,62;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1106;2023;Escola Pública;Escola Pública;Escola Pública;RA-1106;2;H;5/19/2011;12;Masculino;Ametista;7,1642;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,3;5;8,333333333;;5,1;5,2;5;;;;8,003333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-558;2023;Escola Pública;Escola Pública;Escola Pública;RA-558;2;H;09/02/2008;15;Masculino;Ágata;6,615333333;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;5,539;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,8;9,4;5;6,458333333;;6;5,7;6,3;;;;6,78;2,5;Fase 5 (1° EM);-3;;;;
Aluno-560;2023;Escola Pública;Escola Pública;Escola Pública;RA-560;2;H;06/06/2011;12;Masculino;Quartzo;4,932;MANTIDO;MANTIDO;OK;2020;Ágata;Quartzo;Quartzo;;4,949;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,4;2,52;5;;4;2,3;5,7;;;;6;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1107;2023;Escola Pública;Escola Pública;Escola Pública;RA-1107;2;H;12/20/2010;12;Feminino;Ametista;7,9327;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,4;5;8,958333333;;7,5;8;7;;;;8,783333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1108;2023;Escola Pública;Escola Pública;Escola Pública;RA-1108;2;H;12/16/2010;12;Masculino;Ágata;6,310833333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,3;5;8,541666667;;4,7;3,7;5,7;;;;8,283333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-542;2023;Escola Pública;Escola Pública;Escola Pública;RA-542;2;H;9/20/2011;12;Feminino;Ametista;7,816533333;MANTIDO;MANTIDO;OK;2019;Ametista;Ágata;Ametista;;7,221;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;9,7;5;8,75;;6,3;5,2;7,3;;;;9,006666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-543;2023;Escola Pública;Escola Pública;Escola Pública;RA-543;2;H;8/31/2012;11;Feminino;Ametista;7,971833333;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,05;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,8;9,8;2,52;8,75;;6,5;5,5;7,5;;;;9,006666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-556;2023;Escola Pública;Escola Pública;Escola Pública;RA-556;2;H;05/02/2011;12;Feminino;Ametista;7,7482;MANTIDO;MANTIDO;OK;2018;Topázio;Ametista;Ametista;;7,181;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,6;2,52;9,166666667;;7,2;6,5;7,8;;;;9,396666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1109;2023;Escola Pública;Escola Pública;Escola Pública;RA-1109;2;H;3/18/2009;14;Masculino;Ágata;6,277533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;6,4;5;7,5;;3,4;3,5;3,3;;;;7,836666667;5;Fase 4 (9° ano);-2;;;;
Aluno-389;2023;Escola Pública;Escola Pública;Escola Pública;RA-389;2;H;01/12/2011;12;Masculino;Ágata;6,687;QUEDA;QUEDA;OK;2019;Ametista;Ágata;Ametista;;7,184;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,2;2,52;8,75;;8,2;6,8;9,5;;;;8,95;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1110;2023;Escola Pública;Escola Pública;Escola Pública;RA-1110;2;H;5/30/2011;12;Feminino;Ametista;7,248566667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;4,6;9,2;5;8,541666667;;6,8;6,5;7;;;;8,73;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-568;2023;Escola Pública;Escola Pública;Escola Pública;RA-568;2;I;05/08/2008;15;Masculino;Ágata;6,9647;QUEDA;QUEDA;OK;2018;Ametista;Ametista;Ametista;;7,306;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7;7,9;5;8,125;;7,6;8,5;6,7;;;;8,01;2,5;Fase 5 (1° EM);-3;;;;
Aluno-562;2023;Escola Pública;Escola Pública;Escola Pública;RA-562;2;I;7/27/2011;12;Feminino;Ágata;6,824833333;QUEDA;QUEDA;OK;2021;;Ametista;Ametista;;7,855;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,5;2,52;8,541666667;;8,7;7,7;9,7;;;;8,893333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1111;2023;Escola Pública;Escola Pública;Escola Pública;RA-1111;2;I;07/09/2012;11;Feminino;Ágata;6,559166667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,9;2,52;8,125;;5,4;4,8;6;;;;8,173333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1112;2023;Escola Pública;Escola Pública;Escola Pública;RA-1112;2;I;6/28/2011;12;Masculino;Ametista;7,088866667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;7,9;2,52;8,333333333;;6,3;5,2;7,3;;;;8,616666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-525;2023;Escola Pública;Escola Pública;Escola Pública;RA-525;2;I;05/09/2011;12;Feminino;Ametista;7,911366667;MANTIDO;MANTIDO;OK;2021;;Ágata;Ametista;;8,013;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;8,6;2,52;8,958333333;;9,2;8,8;9,5;;;;9,566666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-357;2023;Escola Pública;Escola Pública;Escola Pública;RA-357;2;I;5/30/2010;13;Masculino;Topázio;8,2832;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,836;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,6;7,52;8,75;;8,7;8,7;8,7;;;;8,23;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-583;2023;Escola Pública;Escola Pública;Escola Pública;RA-583;2;I;10/12/2010;13;Feminino;Ametista;7,838866667;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ametista;;7,456;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,4;7,52;8,333333333;;6,3;5,5;7;;;;8,616666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-584;2023;Escola Pública;Escola Pública;Escola Pública;RA-584;2;I;3/13/2012;11;Feminino;Ametista;7,697533333;AVANÇO;AVANÇO;OK;2019;Topázio;Ametista;Ágata;;6,714;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;9;2,52;8,333333333;;5,8;5;6,5;;;;8,56;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-586;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-586;2;K;11/18/2012;10;Feminino;Topázio;8,4242;AVANÇO;AVANÇO;OK;2021;;Topázio;Ametista;;7,988;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;10;2,52;8,333333333;;8,4;7,5;9,2;;;;9,343333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1113;2023;Escola Pública;Escola Pública;Escola Pública;RA-1113;2;K;06/10/2011;12;Masculino;Quartzo;5,636666667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;6;7,52;7,5;;5;5;5;;;;7,173333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-413;2023;Escola Pública;Escola Pública;Escola Pública;RA-413;2;K;8/13/2010;13;Feminino;Ágata;6,803633333;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,408;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,9;8,9;2,52;7,291666667;;6,3;5,8;6,7;;;;7,503333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-599;2023;Escola Pública;Escola Pública;Escola Pública;RA-599;2;K;10/31/2012;10;Masculino;Topázio;8,532866667;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,2;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,5;2,52;8,333333333;;8,5;8,2;8,7;;;;9,286666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1114;2023;Escola Pública;Escola Pública;Escola Pública;RA-1114;2;K;11/14/2011;11;Feminino;Ametista;7,5667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,8;2,52;8,125;;4,9;4,3;5,5;;;;8,56;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-401;2023;Escola Pública;Escola Pública;Escola Pública;RA-401;2;K;10/28/2010;12;Feminino;Ágata;6,363666667;MANTIDO;MANTIDO;OK;2021;;Quartzo;Ágata;;6,645;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;4;8,1;2,52;7,083333333;;7,3;6,3;8,3;;;;7,116666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1115;2023;Escola Pública;Escola Pública;Escola Pública;RA-1115;2;K;10/10/2012;11;Feminino;Ágata;6,474;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,3;7,52;7,5;;4;6;2;;;;7,56;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1116;2023;Escola Pública;Escola Pública;Escola Pública;RA-1116;2;K;10/27/2009;13;Masculino;Ágata;6,956533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;9,2;5;7,083333333;;4,9;3,8;6;;;;7,39;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-604;2023;Escola Pública;Escola Pública;Escola Pública;RA-604;2;K;10/05/2012;11;Feminino;Topázio;8,548033333;AVANÇO;AVANÇO;OK;2021;;Ametista;Ametista;;8,018;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,3;7,52;8,125;;7,5;6;9;;;;8,616666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-605;2023;Escola Pública;Escola Pública;Escola Pública;RA-605;2;K;11/29/2010;12;Feminino;Ametista;7,709366667;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,276;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,5;7,52;7,291666667;;6,8;4,8;8,8;;;;7,84;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-668;2023;Escola Pública;Escola Pública;Escola Pública;RA-668;2;K;3/18/2011;12;Masculino;Ágata;6,017933333;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;4,365;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;6,3;6,3;7,52;6,875;;3,4;2,7;4;;;;7,616666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1117;2023;Escola Pública;Escola Pública;Escola Pública;RA-1117;2;K;10/04/2012;11;Feminino;Topázio;8,382366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,6;7,52;7,708333333;;7,3;6;8,5;;;;7,946666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1118;2023;Escola Pública;Escola Pública;Escola Pública;RA-1118;2;K;11/04/2010;12;Feminino;Ametista;7,163833333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;5,3;8,8;7,52;7,708333333;;6;4,8;7,2;;;;8,28;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-610;2023;Escola Pública;Escola Pública;Escola Pública;RA-610;2;K;01/05/2013;10;Feminino;Topázio;8,2857;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,18;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;10;2,52;8,541666667;;7;6,3;7,7;;;;8,896666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-409;2023;Escola Pública;Escola Pública;Escola Pública;RA-409;2;K;07/04/2011;12;Feminino;Ametista;7,621466667;QUEDA;QUEDA;OK;2022;;;Topázio;;8,15;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,4;9,5;2,52;7,916666667;;8;6,2;9,7;;;;8,73;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-466;2023;Escola Pública;Escola Pública;Escola Pública;RA-466;2;L;10/22/2009;14;Masculino;Ágata;6,595533333;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,826;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;7,6;6,89;6,25;;4,5;2,5;6,5;;;;7,056666667;5;Fase 4 (9° ano);-2;;;;
Aluno-760;2023;Escola Pública;Escola Pública;Escola Pública;RA-760;2;L;01/11/2011;12;Masculino;Ágata;6,548333333;QUEDA;QUEDA;OK;2021;;Ametista;Topázio;;8,172;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;0;8,8;7,52;7,083333333;;6,3;5,8;6,8;;;;7,84;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-404;2023;Escola Pública;Escola Pública;Escola Pública;RA-404;2;L;09/10/2010;13;Feminino;Ágata;6,7093;MANTIDO;MANTIDO;OK;2020;Ametista;Ágata;Ágata;;6,658;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,9;8,3;5,02;6,875;;6;4,7;7,2;;;;6,89;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-590;2023;Privada;Escola Privada;Escola Privada;RA-590;2;L;5/29/2012;11;Feminino;Ametista;7,647666667;MANTIDO;MANTIDO;OK;2020;Ametista;Ágata;Ametista;;7,435;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;6,3;9,7;3,77;7,291666667;;6,5;5,7;7,3;;;;8,34;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-469;2023;Escola Pública;Escola Pública;Escola Pública;RA-469;2;L;10/07/2011;12;Feminino;Ametista;7,482533333;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,624;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,5;9,3;2,52;7,916666667;;7,8;6,8;8,8;;;;8,843333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1119;2023;Escola Pública;Escola Pública;Escola Pública;RA-1119;2;L;4/29/2010;13;Feminino;Ametista;7,192;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,3;9,7;3,77;7,708333333;;5,9;3;8,8;;;;8,453333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1120;2023;Escola Pública;Escola Pública;Escola Pública;RA-1120;2;L;3/30/2012;11;Feminino;Topázio;9,103366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;9,6;7,52;8,958333333;;8,3;7,3;9,2;;;;9,676666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-472;2023;Escola Pública;Escola Pública;Escola Pública;RA-472;2;L;09/08/2010;13;Feminino;Ágata;6,6858;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;5,93;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;5,1;7,1;7,52;7,708333333;;5,5;3,7;7,2;;;;8,223333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1121;2023;Escola Pública;Escola Pública;Escola Pública;RA-1121;2;L;01/08/2012;11;Masculino;Topázio;8,049;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;0;9,9;6,26;8,75;;8;6,5;9,5;;;;9,84;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1122;2023;Escola Pública;Escola Pública;Escola Pública;RA-1122;2;L;9/30/2012;11;Masculino;Ametista;7,3715;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;0;9,3;6,89;7,291666667;;6,9;5,2;8,5;;;;8,616666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-438;2023;Escola Pública;Escola Pública;Escola Pública;RA-438;2;L;03/11/2012;11;Masculino;Ágata;6,9883;QUEDA;QUEDA;OK;2022;;;Ametista;;7,764;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;6,9;7,5;6,26;6,458333333;;5,4;3,5;7,3;;;;7,223333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-408;2023;Escola Pública;Escola Pública;Escola Pública;RA-408;2;L;8/29/2010;13;Feminino;Ametista;7,242133333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,725;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,9;8,5;3,77;8,333333333;;6,8;6;7,5;;;;8,45;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1123;2023;Escola Pública;Escola Pública;Escola Pública;RA-1123;2;L;12/05/2010;12;Masculino;Ágata;6,9565;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,3;8,9;7,52;7,083333333;;5,3;3,8;6,8;;;;7,113333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1124;2023;Escola Pública;Escola Pública;Escola Pública;RA-1124;2;M;10/20/2009;14;Feminino;Ágata;6,667866667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;8;7,52;7,083333333;;3;1;5;;;;7,786666667;5;Fase 4 (9° ano);-2;;;;
Aluno-623;2023;Escola Pública;Escola Pública;Escola Pública;RA-623;2;M;9/25/2009;14;Masculino;Ametista;7,8307;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,524;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,5;7,52;7,291666667;;7,3;5,8;8,8;;;;7,446666667;5;Fase 4 (9° ano);-2;;;;
Aluno-661;2023;Escola Pública;Escola Pública;Escola Pública;RA-661;2;M;11/02/2011;11;Masculino;Ágata;6,846333333;QUEDA;QUEDA;OK;2022;;;Ametista;;7,593;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;7,7;6,89;7,5;;6,5;4,3;8,7;;;;7,836666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-626;2023;Escola Pública;Escola Pública;Escola Pública;RA-626;2;M;6/27/2011;12;Masculino;Ametista;7,231033333;AVANÇO;AVANÇO;OK;2021;;Ágata;Quartzo;;5,818;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,2;4,39;7,291666667;;6,5;4,7;8,3;;;;7,613333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-433;2023;Escola Pública;Escola Pública;Escola Pública;RA-433;2;M;10/10/2010;13;Masculino;Ágata;6,5982;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;5,557;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;7,2;7,52;5,833333333;;4,8;1,8;7,7;;;;7,613333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-614;2023;Escola Pública;Escola Pública;Escola Pública;RA-614;2;M;6/13/2010;13;Masculino;Topázio;8,2282;MANTIDO;MANTIDO;OK;2021;;Topázio;Topázio;;8,339;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,1;7,52;8,333333333;;8,6;8,8;8,3;;;;8,563333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-434;2023;Escola Pública;Escola Pública;Escola Pública;RA-434;2;M;1/19/2011;12;Masculino;Ametista;7,069766667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,403;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;6,3;8;7,52;7,5;;6,6;5,2;8;;;;7,613333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-603;2023;Escola Pública;Escola Pública;Escola Pública;RA-603;2;M;11/25/2011;11;Masculino;Ágata;6,748833333;QUEDA;QUEDA;OK;2022;;;Ametista;;7,78;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,9;2,52;7,708333333;;7;5,7;8,2;;;;7,78;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-436;2023;Escola Pública;Escola Pública;Escola Pública;RA-436;2;M;1/15/2011;12;Masculino;Quartzo;5,322366667;QUEDA;QUEDA;OK;2022;;;Ágata;;6,687;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,5;4,7;2,52;6,875;;3,4;3,7;3;;;;7,613333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-616;2023;Escola Pública;Escola Pública;Escola Pública;RA-616;2;M;08/09/2010;13;Masculino;Quartzo;5,612;QUEDA;QUEDA;OK;2019;Ágata;Ametista;Ametista;;7,303;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;6,6;5,02;5,833333333;;6,8;5,5;8;;;;6,783333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-437;2023;Escola Pública;Escola Pública;Escola Pública;RA-437;2;M;10/02/2009;14;Masculino;Ágata;6,947366667;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,875;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;8,4;7,52;7,291666667;;4,7;2,5;6,8;;;;7,78;5;Fase 4 (9° ano);-2;;;;
Aluno-1125;2023;Escola Pública;Escola Pública;Escola Pública;RA-1125;2;M;03/03/2012;11;Feminino;Ágata;6,655366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;4,7;7,9;7,52;6,666666667;;4;1;7;;;;6,95;10;Fase 2 (5° e 6° ano);0;;;;
