NOME;ANO;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;IDADE_ALUNO;GÊNERO;PEDRA;INDE;IAA;IEG;IPS;IPP;IDA;IPV;IAN
Aluno-1152;2023;Escola Pública;3;C;14;Masculino;Ágata;6,544916667;0;9,4;5;7,8125;6,8;7,585;5
Aluno-221;2023;Escola Pública;3;C;15;Masculino;Ágata;6,959916667;9,6;9;5;7,1875;5;7,38;5
Aluno-359;2023;Escola Pública;3;C;13;Feminino;Ametista;7,627125;9,6;9,2;2,52;7,65625;5,8;8,255;10
Aluno-360;2023;Escola Pública;3;C;13;Feminino;Quartzo;5,790875;0;7,3;2,52;7,34375;4,3;7,4225;10
Aluno-338;2023;Escola Pública;3;D;13;Masculino;Topázio;8,287441667;8,3;9,1;7,52;8,59375;6,7;8,38;10
Aluno-339;2023;Escola Pública;3;D;12;Feminino;Ametista;7,377583333;0;8,9;7,52;7,8125;7,1;8,255;10
Aluno-353;2023;Escola Pública;3;D;12;Feminino;Topázio;8,309016667;8,8;9,9;2,52;7,8125;8,4;8,67;10
Aluno-1153;2023;Escola Pública;3;D;14;Feminino;Ametista;7,968658333;7,9;10;7,52;7,65625;7,2;8,63;5
Aluno-183;2023;Escola Pública;3;D;14;Feminino;Ametista;7,586241667;7,9;9,7;2,52;7,96875;7,7;8,795;5
Aluno-342;2023;Escola Pública;3;D;15;Feminino;Ametista;7,539875;7,5;8,6;7,52;7,96875;6,6;8,505;5
Aluno-187;2023;Escola Privada;3;D;13;Feminino;Ametista;7,809875;7,5;9,9;2,52;7,96875;6,9;8,255;10
Aluno-190;2023;Escola Pública;3;D;14;Feminino;Ágata;6,934158333;7,9;9,5;2,52;7,65625;5,7;7,9575;5
Aluno-347;2023;Escola Pública;3;D;13;Feminino;Ametista;7,61835;6,7;9,5;2,52;7,8125;7,3;7,7925;10
Aluno-234;2023;Escola Pública;3;D;13;Masculino;Ágata;6,248741667;6,7;8;2,52;4,84375;5,6;5,595;10
Aluno-1154;2023;Escola Pública;3;F;13;Masculino;Ametista;7,701125;9,6;9,3;5,63;7,65625;5,1;7,67;10
Aluno-249;2023;Escola Pública;3;F;15;Masculino;Quartzo;5,444625;0;8,2;5;5,15625;4,9;6,545;5
Aluno-380;2023;Escola Pública;3;F;14;Masculino;Quartzo;4,912375;0;6,4;2,52;6,71875;4,5;6,5425;5
Aluno-250;2023;Escola Pública;3;F;13;Feminino;Ametista;7,598208333;0;9,3;5,63;7,96875;8,3;8,625;10
Aluno-367;2023;Escola Pública;3;F;12;Feminino;Ametista;7,38685;8,8;8,7;2,52;7,8125;5,9;7,7925;10
Aluno-1155;2023;Escola Pública;3;F;14;Feminino;Ametista;7,821633333;9,2;9,2;5,63;7,5;8;8,2925;5
Aluno-1156;2023;Escola Pública;3;F;12;Feminino;Ametista;7,340775;8,3;9,2;2,52;7,96875;5,3;7,7925;10
Aluno-368;2023;Escola Pública;3;F;14;Masculino;Quartzo;5,796458333;0;7,7;2,52;7,03125;6,7;7,34;5
Aluno-387;2023;Escola Pública;3;F;14;Masculino;Quartzo;4,794333333;0;6,8;2,52;6,875;3;7,0075;5
Aluno-388;2023;Escola Pública;3;F;15;Feminino;Quartzo;5,630833333;0;7,4;5,63;6,875;4,2;7,835;5
Aluno-374;2023;Escola Privada;3;F;13;Feminino;Ametista;7,533891667;8,8;8,3;5,63;7,65625;5,4;7,9175;10
Aluno-377;2023;Escola Pública;3;F;13;Feminino;Ametista;7,205041667;9,6;7,6;5;7,34375;4,8;7,6275;10
Aluno-223;2023;Escola Pública;3;G;14;Feminino;Quartzo;5,089833333;0;4,5;7,52;7,5;3,8;7,1725;5
Aluno-236;2023;Escola Pública;3;G;13;Feminino;Ametista;7,337116667;10;7,5;7,52;7,1875;4,5;7,2975;10
Aluno-362;2023;Escola Pública;3;G;13;Feminino;Ágata;6,392625;0;7,5;7,52;7,03125;5,1;7,0875;10
Aluno-381;2023;Escola Pública;3;G;14;Masculino;Quartzo;5,758041667;0;8,4;6,89;7,34375;3,9;6,84;5
Aluno-364;2023;Escola Pública;3;G;12;Masculino;Ametista;7,734891667;8,8;9;6,89;7,03125;5,8;7,505;10
Aluno-382;2023;Escola Pública;3;G;15;Masculino;Ágata;6,223833333;0;9,4;6,26;7,5;5,2;7,1725;5
Aluno-383;2023;Escola Pública;3;G;12;Masculino;Ametista;7,5408;9,2;8,8;3,14;7,5;6,5;7,5;10
Aluno-384;2023;Escola Pública;3;G;13;Feminino;Ágata;6,757958333;0;9,1;2,52;7,65625;7,3;7,335;10
Aluno-1157;2023;Escola Pública;3;G;14;Masculino;Ametista;7,086633333;9,2;8,8;6,26;7,5;5,7;7,0025;5
Aluno-386;2023;Escola Pública;3;G;14;Masculino;Quartzo;5,758425;9,2;7;2,52;7,03125;3,3;6,6325;5
Aluno-260;2023;Escola Pública;3;G;13;Feminino;Topázio;8,080008333;9,2;9,9;7,52;7,34375;6,1;7,4175;10
Aluno-390;2023;Escola Pública;3;G;12;Feminino;Ágata;6,905741667;7,9;8,8;2,52;7,34375;4,8;7,005;10
Aluno-1158;2023;Escola Pública;3;G;14;Feminino;Ágata;6,306666667;7,5;8,6;2,52;7,5;4,3;7,34;5
Aluno-391;2023;Escola Pública;3;I;13;Feminino;Ágata;6,5107;7,9;7,5;2,52;7,5;3,5;7,585;10
Aluno-1159;2023;Escola Pública;3;I;12;Feminino;Quartzo;5,913883333;5,8;6,6;2,52;7,1875;3,1;7,1325;10
Aluno-392;2023;Escola Pública;3;I;15;Masculino;Ágata;6,567208333;9,6;9,5;2,52;6,09375;4,6;7,17;5
Aluno-1160;2023;Escola Pública;3;I;13;Masculino;Ágata;6,636166667;9,6;8,7;2,52;6,875;2,7;7,2575;10
Aluno-1161;2023;Escola Pública;3;I;13;Feminino;Ametista;7,317791667;6,3;8,1;2,52;8,28125;6,3;8,63;10
Aluno-395;2023;Escola Pública;3;I;12;Feminino;Ametista;7,469175;9,2;8,6;2,52;7,96875;6;7,9175;10
Aluno-450;2023;Escola Pública;3;K;14;Masculino;Ágata;6,819625;9,6;8,4;2,52;7,65625;5,4;7,9175;5
Aluno-463;2023;Escola Pública;3;K;13;Feminino;Ágata;6,382383333;9,2;5,4;2,52;7,8125;4;7,795;10
Aluno-298;2023;Escola Pública;3;K;14;Masculino;Ágata;6,824333333;9,6;8,6;2,52;7,5;5,5;7,7525;5
Aluno-464;2023;Escola Pública;3;K;14;Feminino;Ágata;6,081675;9,2;7,7;2,52;7,96875;3;7,38;5
Aluno-465;2023;Escola Pública;3;K;12;Masculino;Topázio;8,012875;7,5;9,4;2,52;7,96875;8,5;8,17;10
Aluno-442;2023;Escola Pública;3;K;12;Feminino;Ágata;6,814166667;0;7,6;7,52;7,5;5,8;8,1275;10
Aluno-300;2023;Escola Pública;3;K;15;Masculino;Quartzo;5,616691667;5;7,5;2,52;6,40625;4,5;6,5875;5
Aluno-467;2023;Escola Pública;3;K;14;Feminino;Ágata;6,552916667;6,3;9,2;3,14;7,1875;5,2;7,5425;5
Aluno-468;2023;Escola Pública;3;K;14;Masculino;Quartzo;5,911108333;8,3;6;6,27;7,34375;3,4;6,715;5
Aluno-1162;2023;Escola Pública;3;K;13;Feminino;Ametista;7,44215;8,3;8,5;3,77;7,8125;6;7,7525;10
Aluno-470;2023;Escola Pública;3;K;14;Feminino;Ágata;6,993766667;8,8;9,2;5;7,5;4,9;7,71;5
Aluno-474;2023;Escola Pública;3;K;14;Masculino;Quartzo;5,283583333;0;7,8;5;7,1875;3,3;6,7575;5
Aluno-476;2023;Escola Pública;3;K;13;Feminino;Ágata;6,492408333;7,9;7;2,52;7,34375;4,1;7,505;10
Aluno-478;2023;Escola Pública;3;K;12;Feminino;Ágata;6,443616667;6,7;7,3;2,52;7,1875;4,4;7,2975;10
Aluno-410;2023;Escola Pública;3;K;14;Masculino;Ágata;6,140808333;8,8;5,8;7,52;6,71875;4,9;6,0425;5
Aluno-411;2023;Escola Privada;3;L;13;Feminino;Ametista;7,779983333;6,2;9;7,52;7,8125;6,6;7,5425;10
Aluno-412;2023;Escola Pública;3;L;13;Feminino;Ametista;7,373891667;8,8;8,9;2,52;7,03125;6,2;7,585;10
Aluno-400;2023;Escola Pública;3;L;14;Masculino;Ágata;6,529425;9,2;9;2,52;7,65625;4,1;7,375;5
Aluno-414;2023;Escola Pública;3;L;13;Feminino;Ametista;7,25025;0;9,5;7,52;7,8125;6,5;7,585;10
Aluno-415;2023;Escola Pública;3;L;12;Feminino;Ametista;7,18805;7,1;8,2;7,52;7,8125;3,7;7,8325;10
Aluno-1163;2023;Escola Pública;3;L;14;Masculino;Ametista;7,749391667;8,8;9,3;7,52;7,65625;7,2;7,75;5
Aluno-273;2023;Escola Pública;3;L;14;Feminino;Ágata;6,337116667;7,9;7,4;2,52;7,8125;5;7,6275;5
Aluno-471;2023;Escola Pública;3;L;13;Feminino;Ágata;6,855541667;0;9;6,27;7,96875;5;8,125;10
Aluno-416;2023;Escola Privada;3;L;13;Masculino;Topázio;8,144425;9,2;9,8;2,52;8,28125;7,6;8,3375;10
Aluno-417;2023;Escola Pública;3;L;13;Feminino;Topázio;8,257658333;5,4;9,7;7,52;8,28125;7,8;8,2125;10
Aluno-305;2023;Escola Pública;3;L;15;Masculino;Ágata;6,394291667;0;8,9;7,52;7,65625;5,2;7,75;5
Aluno-418;2023;Escola Privada;3;L;11;Feminino;Topázio;8,1686;8,8;10;2,52;8,125;8,1;8,045;10
Aluno-419;2023;Escola Privada;3;L;13;Feminino;Ametista;7,7261;6,7;9,5;2,52;8,125;7,6;7,875;10
Aluno-421;2023;Escola Pública;3;L;12;Masculino;Topázio;8,030716667;9,2;9,9;2,52;7,8125;7,3;8,17;10
Aluno-407;2023;Escola Pública;3;L;14;Masculino;Ametista;7,665083333;9,6;8,6;7,52;7,8125;7,3;7,5;5
Aluno-425;2023;Escola Pública;3;L;13;Masculino;Topázio;8,10555;9,2;9,9;2,52;7,8125;7,5;8,3775;10
Aluno-426;2023;Escola Pública;3;M;14;Feminino;Ágata;6,329158333;5,4;7,6;5;7,65625;5;7,5425;5
Aluno-430;2023;Escola Pública;3;M;14;Masculino;Ametista;7,146716667;9,2;9,3;2,52;7,8125;6,4;7,75;5
Aluno-1164;2023;Escola Pública;3;M;13;Masculino;Ágata;6,910091667;9,2;7,5;2,52;7,65625;4,8;7,545;10
Aluno-1165;2023;Escola Pública;3;M;12;Feminino;Ametista;7,880716667;9,2;9,1;5;7,1875;7,3;7,2925;10
Aluno-432;2023;Escola Pública;3;M;15;Feminino;Ágata;6,850183333;8,8;9;2,52;7,8125;5,2;8,0425;5
Aluno-303;2023;Escola Pública;3;M;15;Masculino;Quartzo;5,914291667;0;7,3;7,52;7,65625;5,1;7,05;5
Aluno-420;2023;Escola Privada;3;M;12;Feminino;Ametista;7,356358333;8,3;9,3;2,52;7,65625;5,3;7,96;10
Aluno-1166;2023;Escola Pública;3;M;15;Feminino;Ametista;7,307858333;8,3;9,6;7,52;7,65625;4,8;7,9175;5
Aluno-1167;2023;Escola Pública;3;M;16;Masculino;Ágata;6,021891667;8,8;7,6;2,52;7,65625;3,8;7,9625;2,5
Aluno-424;2023;Escola Pública;3;M;13;Feminino;Ametista;7,72685;8,8;9,9;2,52;7,8125;6,4;7,7925;10
Aluno-398;2023;Escola Pública;3;N;11;Feminino;Ametista;7,153766667;6,7;8,1;2,52;7,5;6,5;7,7925;10
Aluno-399;2023;Escola Pública;3;N;13;Feminino;Ametista;7,000033333;7,9;8,2;2,52;7,5;4,7;8,165;10
Aluno-428;2023;Escola Pública;3;N;13;Masculino;Ametista;7,821816667;8,3;9,5;2,52;7,8125;7,2;8,0425;10
Aluno-315;2023;Escola Pública;3;N;14;Feminino;Quartzo;5,977708333;0;6,8;5;7,96875;6,3;7,8375;5
Aluno-402;2023;Escola Pública;3;N;13;Feminino;Ágata;6,632716667;9,2;7,3;2,52;7,8125;4,2;6,88;10
Aluno-1168;2023;Escola Pública;3;N;13;Feminino;Quartzo;5,886625;0;8,8;2,52;7,65625;3,5;7,045;10
Aluno-613;2023;Escola Pública;3;N;14;Masculino;Ágata;6,864508333;9,2;9,4;5;6,71875;4,8;7,2125;5
Aluno-304;2023;Escola Pública;3;N;15;Masculino;Ágata;6,241583333;0;8,8;5;7,8125;5,7;7,835;5
Aluno-457;2023;Escola Pública;3;N;13;Feminino;Topázio;8,256833333;7,5;8,6;7,52;8,125;8,1;8,045;10
Aluno-307;2023;Escola Pública;3;N;15;Masculino;Ágata;6,047333333;0;6,5;7,52;7,5;6,3;7,46;5
Aluno-283;2023;Escola Pública;3;N;15;Masculino;Ametista;7,549025;8,3;9,5;7,52;7,03125;6,8;7,5025;5
Aluno-459;2023;Escola Pública;3;N;13;Masculino;Topázio;8,240016667;6,7;9,3;7,52;7,1875;8,3;7,88;10
Aluno-440;2023;Escola Pública;3;P;12;Masculino;Ágata;6,989208333;0;8,2;7,52;7,96875;6,2;7,835;10
Aluno-443;2023;Escola Pública;3;P;14;Feminino;Ágata;6,895508333;7,1;7,5;2,52;7,96875;7,6;8,125;5
Aluno-454;2023;Escola Pública;3;P;15;Masculino;Quartzo;4,603416667;0;7,5;5;4,6875;2,6;5,54;5
Aluno-444;2023;Escola Pública;3;P;11;Masculino;Quartzo;5,958791667;0;7,9;5;6,40625;4,7;6,4575;10
Aluno-170;2023;Escola Privada;3;P;15;Feminino;Ametista;7,062433333;8,8;8,9;2,52;6,875;7,2;7,6725;5
Aluno-1169;2023;Escola Pública;3;P;14;Feminino;Ametista;7,213625;7,5;9,5;5;7,03125;6,3;8,0025;5
Aluno-458;2023;Escola Pública;3;P;14;Masculino;Ágata;6,312083333;9,6;6,9;7,52;7,1875;3,8;6,2475;5
Aluno-1170;2023;Escola Pública;3;P;14;Masculino;Ágata;6,874683333;8,8;7,7;7,52;7,1875;5,9;6,5775;5
Aluno-1171;2023;Escola Pública;3;P;14;Masculino;Ametista;7,856033333;7,9;8,4;5;8,75;8,7;8,88;5
Aluno-449;2023;Escola Pública;3;P;12;Feminino;Ametista;7,396508333;7,1;7,2;7,52;7,34375;7;6,8425;10
Aluno-462;2023;Escola Pública;3;P;15;Feminino;Ágata;6,2267;10;8,1;5;7,5;2,7;6,5825;5
Aluno-176;2023;Escola Privada;4;A;14;Feminino;Topázio;8,316833333;9,6;9,5;2,52;8,125;8;9,0025;10
Aluno-178;2023;Escola Privada;4;A;14;Feminino;Ametista;7,406658333;7,9;8,7;2,52;7,65625;5,9;8,42;10
Aluno-193;2023;Escola Privada;4;A;13;Masculino;Ametista;7,718566667;8,3;9,4;2,52;8,125;6,5;8,17;10
Aluno-1172;2023;Escola Pública;4;A;16;Feminino;Ametista;7,030108333;8,3;7,8;2,52;8,59375;6,7;8,46;5
Aluno-180;2023;Escola Privada;4;A;13;Masculino;Topázio;8,283216667;9,2;9,4;2,52;8,4375;8;8,92;10
Aluno-181;2023;Escola Privada;4;A;14;Feminino;Ametista;7,671208333;9,6;8,3;2,52;7,96875;6,8;8,2525;10
Aluno-195;2023;Escola Privada;4;A;14;Feminino;Ametista;7,60205;7,1;9,2;2,52;8,4375;6;8,79;10
Aluno-196;2023;Escola Privada;4;A;13;Masculino;Ametista;7,560991667;7,9;9;2,52;8,28125;6,2;8,2125;10
Aluno-211;2023;Escola Privada;4;A;14;Masculino;Topázio;8,024791667;9,6;9,4;2,52;7,65625;7,1;8,71;10
Aluno-197;2023;Escola Privada;4;A;13;Feminino;Ametista;7,967608333;8,3;9,8;2,52;7,96875;7,2;8,46;10
Aluno-229;2023;Escola Privada;4;A;13;Masculino;Topázio;8,207591667;9,2;9,8;2,52;8,28125;7,8;8,42;10
Aluno-186;2023;Escola Privada;4;A;14;Feminino;Ametista;7,817541667;7,5;9,7;2,52;7,96875;6,9;8,46;10
Aluno-189;2023;Escola Privada;4;A;14;Masculino;Ametista;7,727325;7,9;9,4;2,52;8,28125;6,5;8,3775;10
Aluno-191;2023;Escola Privada;4;A;14;Masculino;Ametista;7,263666667;0;9,7;2,52;8,125;7,8;8,4625;10
Aluno-1173;2023;Escola Pública;4;A;14;Masculino;Ametista;7,67285;8,8;9,7;2,52;7,8125;6;8,1225;10
Aluno-217;2023;Escola Pública;4;B;15;Feminino;Ágata;6,96965;8,3;8,6;2,52;8,4375;5,6;8,5025;5
Aluno-1174;2023;Escola Pública;4;B;15;Feminino;Ametista;7,333591667;9,2;8,7;2,52;8,90625;6,8;8,3375;5
Aluno-192;2023;Escola Privada;4;B;16;Masculino;Ágata;6,616016667;8,8;6,2;5;7,1875;6,5;7,3775;5
Aluno-184;2023;Escola Pública;4;B;13;Masculino;Topázio;8,430241667;7,9;9,5;7,52;8,59375;7,1;8,5025;10
Aluno-200;2023;Escola Privada;4;B;16;Masculino;Quartzo;5,661166667;9,6;4,5;2,52;7,5;4,3;7,17;5
Aluno-1175;2023;Escola Pública;4;B;17;Feminino;Quartzo;5,939858333;8,3;5,3;2,52;7,65625;6,3;7,6275;2,5
Aluno-204;2023;Escola Pública;4;B;14;Feminino;Ametista;7,557558333;8,8;7,9;2,52;8,28125;7,1;8,045;10
Aluno-1176;2023;Escola Pública;4;B;13;Masculino;Topázio;8,881483333;8,3;9,3;7,52;9,6875;8,2;9,17;10
Aluno-1177;2023;Escola Pública;4;B;14;Feminino;Topázio;8,345491667;10;9,9;2,52;8,90625;7,2;8,88;10
Aluno-215;2023;Escola Pública;4;C;14;Feminino;Ametista;7,166475;8,8;6,6;2,52;7,96875;6,9;7,7125;10
Aluno-1178;2023;Escola Pública;4;C;16;Masculino;Ametista;7,066475;8,8;9,3;2,52;7,96875;5,7;8,2125;5
Aluno-149;2023;Escola Pública;4;C;16;Feminino;Quartzo;5,622266667;8,8;4,2;2,52;7,5;4,7;7,2925;5
Aluno-1179;2023;Escola Pública;4;C;15;Masculino;Ágata;6,631333333;9,6;8,1;4,38;6,875;5;7,17;5
Aluno-218;2023;Escola Pública;4;C;15;Feminino;Quartzo;5,811541667;0;6,7;2,52;7,96875;6,7;7,88;5
Aluno-220;2023;Escola Pública;4;C;14;Feminino;Ametista;7,102016667;8,8;7,6;2,52;7,1875;6,1;7,5475;10
Aluno-202;2023;Escola Pública;4;C;15;Feminino;Ágata;6,791641667;8,8;7,9;2,52;7,96875;5,9;8,005;5
Aluno-1180;2023;Escola Pública;4;C;15;Masculino;Ametista;7,067983333;8,3;9,5;5;7,1875;5,4;7,7125;5
Aluno-1181;2023;Escola Pública;4;C;14;Feminino;Ágata;6,971266667;8,8;8,3;2,52;7,5;4,8;7,3375;10
Aluno-1182;2023;Escola Pública;4;C;16;Feminino;Quartzo;5,709808333;7,5;6,3;2,52;6,71875;4,2;7,2125;5
Aluno-205;2023;Escola Pública;4;C;15;Masculino;Ágata;6,857625;9,6;7,6;4,38;7,03125;6,6;7,09;5
Aluno-1183;2023;Escola Pública;4;C;15;Masculino;Ágata;6,269541667;7,5;8,7;2,52;6,09375;5,3;6,7575;5
Aluno-237;2023;Escola Privada;4;F;15;Feminino;Ametista;7,436566667;8,3;9,5;2,52;8,125;6,7;8,96;5
Aluno-147;2023;Escola Pública;4;F;15;Feminino;Quartzo;5,5425;0;7;5,63;6,875;4,5;7,46;5
Aluno-240;2023;Escola Privada;4;F;14;Feminino;Ágata;6,337966667;7,1;6,7;2,52;6,875;4,8;6,9175;10
Aluno-1184;2023;Escola Pública;4;F;16;Masculino;Ametista;7,381566667;8,3;8,3;5;8,125;7,3;8,045;5
Aluno-241;2023;Escola Privada;4;F;15;Masculino;Ametista;7,016;0;9,9;2,52;8,75;7,5;9,545;5
Aluno-242;2023;Escola Privada;4;F;14;Masculino;Topázio;8,221841667;7,1;9,7;2,52;8,59375;7,9;9,3775;10
Aluno-138;2023;Escola Pública;4;F;16;Masculino;Ágata;6,784075;10;7,9;6,26;7,34375;4,3;7,4175;5
Aluno-244;2023;Escola Privada;4;F;13;Feminino;Ametista;7,044333333;0;8,8;2,52;8,125;7,3;8,8325;10
Aluno-245;2023;Escola Privada;4;F;15;Masculino;Ametista;7,171166667;0;10;2,52;8,75;8,1;9,5875;5
Aluno-246;2023;Escola Privada;4;F;14;Masculino;Topázio;8,256766667;8,8;9,9;4,39;8,125;6,8;8,9175;10
Aluno-141;2023;Escola Pública;4;F;15;Masculino;Ágata;6,719791667;9,6;8,4;5,63;7,03125;4,5;7,0425;5
Aluno-239;2023;Escola Pública;4;G;16;Feminino;Ágata;6,411333333;0;8,4;5;8,125;7;7,6275;5
Aluno-1185;2023;Escola Pública;4;G;13;Feminino;Topázio;8,02675;7,5;9,1;5;7,8125;7,5;8,3775;10
Aluno-262;2023;Escola Privada;4;G;16;Masculino;Quartzo;4,406458333;0;3,7;5;7,03125;3,8;6,05;5
Aluno-1186;2023;Escola Pública;4;G;16;Feminino;Ametista;7,281433333;8,8;9,8;6,89;6,875;5,5;7,3825;5
Aluno-397;2023;Escola Pública;4;G;15;Feminino;Ágata;6,207083333;7,5;7,9;2,52;7,1875;4,6;7,465;5
Aluno-1187;2023;Escola Pública;4;G;13;Feminino;Ágata;6,644475;8,8;6,9;2,52;7,34375;5,3;6,715;10
Aluno-295;2023;Escola Pública;4;L;15;Feminino;Ametista;7,641016667;8,8;8,8;2,52;9,0625;7,7;9,005;5
Aluno-269;2023;Escola Pública;4;L;14;Masculino;Topázio;8,116041667;9,6;9;2,52;8,59375;7,4;8,7975;10
Aluno-313;2023;Escola Pública;4;L;14;Feminino;Ametista;7,011091667;9,2;8,7;2,52;7,65625;3,9;7,75;10
Aluno-1190;2023;Escola Pública;4;L;14;Masculino;Ágata;6,330041667;0;9,2;5;7,34375;4,2;7,045;10
Aluno-301;2023;Escola Pública;4;L;14;Feminino;Ágata;6,760341667;9,2;5,4;7,52;6,71875;5,2;6,465;10
Aluno-286;2023;Escola Pública;4;L;15;Feminino;Quartzo;5,713333333;0;7,5;5;8,125;4,7;7,3375;5
Aluno-1191;2023;Escola Pública;4;L;14;Masculino;Ágata;6,175333333;7,5;7,2;5;5;3,7;6,26;10
Aluno-1192;2023;Escola Pública;4;L;15;Feminino;Ágata;6,780741667;7,9;8,7;2,52;7,96875;5,8;7,6675;5
Aluno-174;2023;Escola Pública;4;L;16;Feminino;Ágata;6,1242;7,9;5,6;5;7,5;5,1;7,2125;5
Aluno-1193;2023;Escola Pública;4;L;14;Feminino;Ágata;6,018083333;0;7,8;5;7,1875;4,1;7,13;10
Aluno-308;2023;Escola Pública;4;L;14;Masculino;Ágata;6,578558333;5,4;6,8;5;7,03125;4,9;7,5025;10
Aluno-152;2023;Escola Pública;4;M;16;Feminino;Ágata;6,30695;7,9;7,7;2,52;7,8125;4,5;7,71;5
Aluno-270;2023;Escola Privada;4;M;14;Feminino;Ametista;7,982633333;9,2;9;2,52;8,75;6,6;9,1275;10
Aluno-271;2023;Escola Pública;4;M;16;Feminino;Ágata;6,140333333;0;9,3;2,52;8,125;5,9;7,7125;5
Aluno-299;2023;Escola Privada;4;M;14;Feminino;Ágata;6,796541667;0;9,6;2,52;7,96875;6,1;8,005;10
Aluno-316;2023;Escola Pública;4;M;14;Feminino;Topázio;8,436908333;10;9,5;7,52;8,59375;5,7;8,96;10
Aluno-318;2023;Escola Pública;4;M;15;Feminino;Ágata;6,856575;7,9;8,1;6,26;7,96875;4,9;7,71;5
Aluno-274;2023;Escola Privada;4;M;12;Feminino;Topázio;8,137625;7,5;9,5;5,63;7,65625;7,5;8,295;10
Aluno-320;2023;Escola Pública;4;M;14;Feminino;Topázio;8,393508333;9,2;9,9;7,52;8,59375;5,5;8,96;10
Aluno-277;2023;Escola Pública;4;M;15;Masculino;Ametista;7,7284;8,3;9,9;7,52;8,125;5,5;8,7525;5
Aluno-278;2023;Escola Pública;4;M;13;Masculino;Ametista;7,1935;0;9,8;5,63;8,75;5,6;8,3775;10
Aluno-291;2023;Escola Privada;4;M;14;Masculino;Topázio;8,493058333;8,8;8,6;7,52;8,90625;7,1;9,21;10
Aluno-306;2023;Escola Pública;4;M;15;Feminino;Quartzo;5,732375;0;7,9;6,26;7,34375;4;7,46;5
Aluno-279;2023;Escola Pública;4;M;14;Masculino;Topázio;9,006266667;8,8;10;6,27;8,75;8,9;9,2125;10
Aluno-280;2023;Escola Privada;4;M;14;Feminino;Topázio;8,189225;6,7;9,5;7,52;8,28125;6,5;8,7125;10
Aluno-276;2023;Escola Privada;4;M;14;Feminino;Ágata;6,690458333;6,3;8,5;2,52;7,03125;5,5;6,585;10
Aluno-285;2023;Escola Pública;4;N;17;Feminino;Quartzo;5,380358333;8,3;4,6;2,52;7,65625;4,7;7,13;2,5
Aluno-1194;2023;Escola Pública;4;N;13;Masculino;Ametista;7,671933333;8,8;9;5;7,5;6,1;7,6675;10
Aluno-287;2023;Escola Pública;4;N;18;Feminino;Quartzo;3,745541667;0;4,8;2,52;4,21875;3,9;5,375;2,5
Aluno-319;2023;Bolsista Universitário e Outros;4;N;14;Masculino;Topázio;8,367208333;9,6;9,2;5;8,59375;7,2;8,88;10
Aluno-321;2023;Escola Pública;4;N;13;Feminino;Ametista;7,695233333;8,3;9,4;2,52;8,125;6,2;8,42;10
Aluno-1195;2023;Escola Pública;4;N;17;Feminino;Quartzo;5,677291667;0;8,3;2,52;8,28125;5,4;8,0025;2,5
Aluno-159;2023;Escola Pública;4;N;16;Feminino;Ágata;6,805033333;7,9;8,1;2,52;8,125;6,3;7,8775;5
Aluno-322;2023;Escola Pública;4;N;14;Feminino;Ametista;7,037808333;6,7;8,3;2,52;7,96875;5,3;8,045;10
Aluno-251;2023;Escola Pública;4;N;15;Masculino;Ágata;6,665208333;9,6;8;2,52;7,34375;5,3;7,835;5
Aluno-116;2023;Escola Pública;5;A;17;Feminino;Ágata;6,433075;6,7;7,6;5;7,96875;4,7;7,5475;5
Aluno-103;2023;Escola Privada;5;A;14;Feminino;Topázio;8,0239;8,3;9,2;5;8,125;7,1;8,09;10
Aluno-42;2023;Escola Privada;5;A;16;Masculino;Ágata;6,794516667;8,8;8,6;5,63;6,5625;5,7;6,6675;5
Aluno-121;2023;Escola Pública;5;A;16;Feminino;Ágata;6,811875;6,3;8,8;5;7,34375;6;7,4625;5
Aluno-106;2023;Escola Privada;5;A;15;Feminino;Ametista;7,769658333;7,9;9,1;5;7,03125;7,3;7,5075;10
Aluno-123;2023;Escola Privada;5;A;17;Masculino;Ágata;6,068333333;0;9,4;5;6,875;5,7;6,8375;5
Aluno-46;2023;Escola Pública;5;A;18;Feminino;Quartzo;5,545383333;7,1;7,4;2,52;6,5625;4,4;6,6275;2,5
Aluno-125;2023;Escola Privada;5;A;16;Feminino;Ágata;6,989633333;9,2;7,7;5;8,125;5,8;7,835;5
Aluno-110;2023;Escola Privada;5;A;15;Masculino;Topázio;8,0879;8,3;8,6;5;8,75;7,5;8,2975;10
Aluno-128;2023;Escola Privada;5;A;16;Masculino;Ágata;6,503908333;6,7;7,3;5;7,34375;5,7;7,5475;5
Aluno-143;2023;Escola Privada;5;A;14;Masculino;Ametista;7,794358333;8,3;9,6;2,52;8,28125;6,5;8,3375;10
Aluno-111;2023;Escola Privada;5;A;14;Feminino;Ametista;7,566458333;7,5;8,7;5;7,65625;6;8,0875;10
Aluno-112;2023;Escola Privada;5;A;16;Feminino;Ametista;7,141308333;6,7;8,1;5;7,96875;7,4;7,9225;5
Aluno-115;2023;Escola Pública;5;A;16;Feminino;Ágata;6,319141667;8,8;7,1;5;7,34375;4,2;7,215;5
Aluno-1196;2023;Escola Privada;5;B;15;Masculino;Ametista;7,03025;0;8,2;5;7,8125;7,5;8,045;10
Aluno-52;2023;Escola Privada;5;B;14;Masculino;Ametista;7,9642;10;9,8;2,52;8,125;6,4;8,2975;10
